datasetelementid,dataset_uid,dataset,dataelement_uid,code,dataelement
28984474,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC023,,"Vaccine Carrier (Geostyl), Pcs - Opening Balance (A)"
28984355,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC024,,"Yellow Fever Vaccine Diluent, Inj, 5ml (10 dose), Amp - Opening Balance (A)"
28984513,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC025,,"Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp - Opening Balance (A)"
28984477,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC026,,"Bacillus Calmette-Guerin (BCG) Vaccine Diluent, Inj, 2ml (20 dose), Amp - Quantity Received (B)"
28984450,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC027,,"Bacillus Calmette-Guerin (BCG) Vaccine, Inj, 1ml (20 dose), Amp - Quantity Received (B)"
28984469,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC028,,"Cold Box Unit, Pcs - Quantity Received (B)"
28984417,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC029,,"Human Papillomavirus (HPV) Vaccine, Inj, 1ml (2 dose), Vial - Quantity Received (B)"
28984319,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC030,,"Ice Pack, 0.3L, Pcs - Quantity Received (B)"
28984311,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC031,,"Ice Pack, 0.4L, Pcs - Quantity Received (B)"
28984306,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC032,,"Ice Pack, 0.6L, Pcs - Quantity Received (B)"
28984358,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC033,,"Inactivated Polio Virus (IPV) Vaccine, Inj, 5ml (10 dose), Vial - Quantity Received (B)"
28984368,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC034,,"Measles Rubella (MR) Vaccine Diluent, Inj, 5ml (10 dose), Amp - Quantity Received (B)"
28984439,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC035,,"Measles Rubella (MR) Vaccine, Inj, 5ml (10 dose), Vial - Quantity Received (B)"
28984447,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC036,,"Measles Vaccine Diluent, Inj, 5ml (10 dose), Amp - Quantity Received (B)"
28984277,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC037,,"Measles Vaccine, Inj, 5ml (10 dose), Vial - Quantity Received (B)"
28984308,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC038,,"Oral Polio Virus (OPV) Vaccine and Dropper (RI), 1ml (10 dose), Vial - Quantity Received (B)"
28984304,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC039,,"Pentavalent Vaccine, Inj, 5ml (10 dose), Vial - Quantity Received (B)"
28984509,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC040,,"Pneumococcal Conjugate Vaccine (PCV 13), Inj, 0.5ml (4 dose), Vial - Quantity Received (B)"
28984521,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC041,,"Rotavirus (RV) Vaccine, Inj, 1.5ml (1 dose), Vial - Quantity Received (B)"
28984461,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC042,,"Safety / Sharps Box, 5L, Pcs - Quantity Received (B)"
28984472,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC043,,"Syringe, Auto-Destruct, 0.05ml, Pcs - Quantity Received (B)"
28984330,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC044,,"Syringe, Auto-Destruct, 0.5ml, Pcs - Quantity Received (B)"
28984396,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC045,,"Syringe, Reconstitution, RUP, 2ml, Pcs - Quantity Received (B)"
28984383,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC046,,"Syringe, Reconstitution, RUP, 5ml, Pcs - Quantity Received (B)"
28984485,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC047,,"Vaccine Carrier (Blocking), Pcs - Quantity Received (B)"
28984412,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC048,,"Vaccine Carrier (Geostyl), Pcs - Quantity Received (B)"
28984303,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC049,,"Yellow Fever Vaccine Diluent, Inj, 5ml (10 dose), Amp - Quantity Received (B)"
28984390,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC050,,"Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp - Quantity Received (B)"
28984466,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC051,,"Bacillus Calmette-Guerin (BCG) Vaccine Diluent, Inj, 2ml (20 dose), Amp - Losses / Adjustments (C)"
28984353,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC052,,"Bacillus Calmette-Guerin (BCG) Vaccine, Inj, 1ml (20 dose), Amp - Losses / Adjustments (C)"
28984384,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC053,,"Cold Box Unit, Pcs - Losses / Adjustments (C)"
28984313,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC054,,"Human Papillomavirus (HPV) Vaccine, Inj, 1ml (2 dose), Vial - Losses / Adjustments (C)"
28984394,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC055,,"Ice Pack, 0.3L, Pcs - Losses / Adjustments (C)"
28984331,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC056,,"Ice Pack, 0.4L, Pcs - Losses / Adjustments (C)"
28984328,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC057,,"Ice Pack, 0.6L, Pcs - Losses / Adjustments (C)"
28984288,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC058,,"Inactivated Polio Virus (IPV) Vaccine, Inj, 5ml (10 dose), Vial - Losses / Adjustments (C)"
28984379,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC059,,"Measles Rubella (MR) Vaccine Diluent, Inj, 5ml (10 dose), Amp - Losses / Adjustments (C)"
28984414,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC060,,"Measles Rubella (MR) Vaccine, Inj, 5ml (10 dose), Vial - Losses / Adjustments (C)"
28984435,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC061,,"Measles Vaccine Diluent, Inj, 5ml (10 dose), Amp - Losses / Adjustments (C)"
28984475,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC062,,"Measles Vaccine, Inj, 5ml (10 dose), Vial - Losses / Adjustments (C)"
28984334,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC063,,"Oral Polio Virus (OPV) Vaccine and Dropper (RI), 1ml (10 dose), Vial - Losses / Adjustments (C)"
28984285,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC064,,"Pentavalent Vaccine, Inj, 5ml (10 dose), Vial - Losses / Adjustments (C)"
28984400,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC065,,"Pneumococcal Conjugate Vaccine (PCV 13), Inj, 0.5ml (4 dose), Vial - Losses / Adjustments (C)"
28984386,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC066,,"Rotavirus (RV) Vaccine, Inj, 1.5ml (1 dose), Vial - Losses / Adjustments (C)"
28984403,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC067,,"Safety / Sharps Box, 5L, Pcs - Losses / Adjustments (C)"
28984463,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC068,,"Syringe, Auto-Destruct, 0.05ml, Pcs - Losses / Adjustments (C)"
28984433,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC069,,"Syringe, Auto-Destruct, 0.5ml, Pcs - Losses / Adjustments (C)"
28984490,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC070,,"Syringe, Reconstitution, RUP, 2ml, Pcs - Losses / Adjustments (C)"
28984519,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC071,,"Syringe, Reconstitution, RUP, 5ml, Pcs - Losses / Adjustments (C)"
28984499,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC072,,"Vaccine Carrier (Blocking), Pcs - Losses / Adjustments (C)"
28984301,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC073,,"Vaccine Carrier (Geostyl), Pcs - Losses / Adjustments (C)"
28984421,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC074,,"Yellow Fever Vaccine Diluent, Inj, 5ml (10 dose), Amp - Losses / Adjustments (C)"
28984446,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC075,,"Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp - Losses / Adjustments (C)"
28984365,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC076,,"Bacillus Calmette-Guerin (BCG) Vaccine Diluent, Inj, 2ml (20 dose), Amp - Quantity Dispensed (D)"
28984492,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC077,,"Bacillus Calmette-Guerin (BCG) Vaccine, Inj, 1ml (20 dose), Amp - Quantity Dispensed (D)"
28984389,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC078,,"Cold Box Unit, Pcs - Quantity Dispensed (D)"
28984280,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC079,,"Human Papillomavirus (HPV) Vaccine, Inj, 1ml (2 dose), Vial - Quantity Dispensed (D)"
28984522,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC080,,"Ice Pack, 0.3L, Pcs - Quantity Dispensed (D)"
28984332,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC081,,"Ice Pack, 0.4L, Pcs - Quantity Dispensed (D)"
28984512,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC082,,"Ice Pack, 0.6L, Pcs - Quantity Dispensed (D)"
28984320,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC083,,"Inactivated Polio Virus (IPV) Vaccine, Inj, 5ml (10 dose), Vial - Quantity Dispensed (D)"
28984481,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC084,,"Measles Rubella (MR) Vaccine Diluent, Inj, 5ml (10 dose), Amp - Quantity Dispensed (D)"
28984497,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC085,,"Measles Rubella (MR) Vaccine, Inj, 5ml (10 dose), Vial - Quantity Dispensed (D)"
28984327,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC086,,"Measles Vaccine Diluent, Inj, 5ml (10 dose), Amp - Quantity Dispensed (D)"
28984514,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC087,,"Measles Vaccine, Inj, 5ml (10 dose), Vial - Quantity Dispensed (D)"
28984453,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC088,,"Oral Polio Virus (OPV) Vaccine and Dropper (RI), 1ml (10 dose), Vial - Quantity Dispensed (D)"
28984468,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC089,,"Pentavalent Vaccine, Inj, 5ml (10 dose), Vial - Quantity Dispensed (D)"
28984427,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC090,,"Pneumococcal Conjugate Vaccine (PCV 13), Inj, 0.5ml (4 dose), Vial - Quantity Dispensed (D)"
28984335,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC091,,"Rotavirus (RV) Vaccine, Inj, 1.5ml (1 dose), Vial - Quantity Dispensed (D)"
28984441,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC092,,"Safety / Sharps Box, 5L, Pcs - Quantity Dispensed (D)"
28984357,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC093,,"Syringe, Auto-Destruct, 0.05ml, Pcs - Quantity Dispensed (D)"
28984476,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC094,,"Syringe, Auto-Destruct, 0.5ml, Pcs - Quantity Dispensed (D)"
28984388,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC095,,"Syringe, Reconstitution, RUP, 2ml, Pcs - Quantity Dispensed (D)"
28984364,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC096,,"Syringe, Reconstitution, RUP, 5ml, Pcs - Quantity Dispensed (D)"
28984356,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC097,,"Vaccine Carrier (Blocking), Pcs - Quantity Dispensed (D)"
28984404,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC098,,"Vaccine Carrier (Geostyl), Pcs - Quantity Dispensed (D)"
28984451,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC099,,"Yellow Fever Vaccine Diluent, Inj, 5ml (10 dose), Amp - Quantity Dispensed (D)"
28984508,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC100,,"Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp - Quantity Dispensed (D)"
28984392,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC101,,"Bacillus Calmette-Guerin (BCG) Vaccine Diluent, Inj, 2ml (20 dose), Amp - Closing Balance (E)"
28984370,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC102,,"Bacillus Calmette-Guerin (BCG) Vaccine, Inj, 1ml (20 dose), Amp - Closing Balance (E)"
28984506,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC103,,"Cold Box Unit, Pcs - Closing Balance (E)"
28984502,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC104,,"Human Papillomavirus (HPV) Vaccine, Inj, 1ml (2 dose), Vial - Closing Balance (E)"
28984281,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC105,,"Ice Pack, 0.3L, Pcs - Closing Balance (E)"
28984345,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC106,,"Ice Pack, 0.4L, Pcs - Closing Balance (E)"
28984325,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC107,,"Ice Pack, 0.6L, Pcs - Closing Balance (E)"
28984423,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC108,,"Inactivated Polio Virus (IPV) Vaccine, Inj, 5ml (10 dose), Vial - Closing Balance (E)"
28984437,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC109,,"Measles Rubella (MR) Vaccine Diluent, Inj, 5ml (10 dose), Amp - Closing Balance (E)"
28984445,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC110,,"Measles Rubella (MR) Vaccine, Inj, 5ml (10 dose), Vial - Closing Balance (E)"
28984515,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC111,,"Measles Vaccine Diluent, Inj, 5ml (10 dose), Amp - Closing Balance (E)"
28984478,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC112,,"Measles Vaccine, Inj, 5ml (10 dose), Vial - Closing Balance (E)"
28984444,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC113,,"Oral Polio Virus (OPV) Vaccine and Dropper (RI), 1ml (10 dose), Vial - Closing Balance (E)"
28984486,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC114,,"Pentavalent Vaccine, Inj, 5ml (10 dose), Vial - Closing Balance (E)"
28984286,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC115,,"Pneumococcal Conjugate Vaccine (PCV 13), Inj, 0.5ml (4 dose), Vial - Closing Balance (E)"
28984511,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC116,,"Rotavirus (RV) Vaccine, Inj, 1.5ml (1 dose), Vial - Closing Balance (E)"
28984496,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC117,,"Safety / Sharps Box, 5L, Pcs - Closing Balance (E)"
28984295,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC118,,"Syringe, Auto-Destruct, 0.05ml, Pcs - Closing Balance (E)"
28984398,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC119,,"Syringe, Auto-Destruct, 0.5ml, Pcs - Closing Balance (E)"
28984431,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC120,,"Syringe, Reconstitution, RUP, 2ml, Pcs - Closing Balance (E)"
28984406,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC121,,"Syringe, Reconstitution, RUP, 5ml, Pcs - Closing Balance (E)"
28984316,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC122,,"Vaccine Carrier (Blocking), Pcs - Closing Balance (E)"
28984436,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC123,,"Vaccine Carrier (Geostyl), Pcs - Closing Balance (E)"
28984413,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC124,,"Yellow Fever Vaccine Diluent, Inj, 5ml (10 dose), Amp - Closing Balance (E)"
28984300,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC125,,"Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp - Closing Balance (E)"
28984289,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC126,,"Bacillus Calmette-Guerin (BCG) Vaccine Diluent, Inj, 2ml (20 dose), Amp - Days Out of Stock (F)"
28984393,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC127,,"Bacillus Calmette-Guerin (BCG) Vaccine, Inj, 1ml (20 dose), Amp - Days Out of Stock (F)"
28984317,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC128,,"Cold Box Unit, Pcs - Days Out of Stock (F)"
28984462,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC129,,"Human Papillomavirus (HPV) Vaccine, Inj, 1ml (2 dose), Vial - Days Out of Stock (F)"
28984411,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC130,,"Ice Pack, 0.3L, Pcs - Days Out of Stock (F)"
28984337,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC131,,"Ice Pack, 0.4L, Pcs - Days Out of Stock (F)"
28984516,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC132,,"Ice Pack, 0.6L, Pcs - Days Out of Stock (F)"
28984291,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC133,,"Inactivated Polio Virus (IPV) Vaccine, Inj, 5ml (10 dose), Vial - Days Out of Stock (F)"
28984348,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC134,,"Measles Rubella (MR) Vaccine Diluent, Inj, 5ml (10 dose), Amp - Days Out of Stock (F)"
28984505,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC135,,"Measles Rubella (MR) Vaccine, Inj, 5ml (10 dose), Vial - Days Out of Stock (F)"
28984391,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC136,,"Measles Vaccine Diluent, Inj, 5ml (10 dose), Amp - Days Out of Stock (F)"
28984347,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC137,,"Measles Vaccine, Inj, 5ml (10 dose), Vial - Days Out of Stock (F)"
28984312,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC138,,"Oral Polio Virus (OPV) Vaccine and Dropper (RI), 1ml (10 dose), Vial - Days Out of Stock (F)"
28984338,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC139,,"Pentavalent Vaccine, Inj, 5ml (10 dose), Vial - Days Out of Stock (F)"
28984407,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC140,,"Pneumococcal Conjugate Vaccine (PCV 13), Inj, 0.5ml (4 dose), Vial - Days Out of Stock (F)"
28984385,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC141,,"Rotavirus (RV) Vaccine, Inj, 1.5ml (1 dose), Vial - Days Out of Stock (F)"
28984373,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC142,,"Safety / Sharps Box, 5L, Pcs - Days Out of Stock (F)"
28984518,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC143,,"Syringe, Auto-Destruct, 0.05ml, Pcs - Days Out of Stock (F)"
28984440,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC144,,"Syringe, Auto-Destruct, 0.5ml, Pcs - Days Out of Stock (F)"
28984296,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC145,,"Syringe, Reconstitution, RUP, 2ml, Pcs - Days Out of Stock (F)"
28984482,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC146,,"Syringe, Reconstitution, RUP, 5ml, Pcs - Days Out of Stock (F)"
28984371,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC147,,"Vaccine Carrier (Blocking), Pcs - Days Out of Stock (F)"
28984487,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC148,,"Vaccine Carrier (Geostyl), Pcs - Days Out of Stock (F)"
28984276,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC149,,"Yellow Fever Vaccine Diluent, Inj, 5ml (10 dose), Amp - Days Out of Stock (F)"
28984455,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC150,,"Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp - Days Out of Stock (F)"
28984454,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC151,,"Average Monthly Consumption for Bacillus Calmette-Guerin (BCG) Vaccine Diluent, Inj, 2ml (20 dose), Amp - 3 Months"
28984473,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC152,,"Average Monthly Consumption for Bacillus Calmette-Guerin (BCG) Vaccine, Inj, 1ml (20 dose), Amp - 3 Months"
28984479,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC153,,"Average Monthly Consumption for Cold Box Unit, Pcs - 3 Months"
28984293,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC154,,"Average Monthly Consumption for Human Papillomavirus (HPV) Vaccine, Inj, 1ml (2 dose), Vial - 3 Months"
28984377,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC155,,"Average Monthly Consumption for Ice Pack, 0.3L, Pcs - 3 Months"
28984323,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC156,,"Average Monthly Consumption for Ice Pack, 0.4L, Pcs - 3 Months"
28984503,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC157,,"Average Monthly Consumption for Ice Pack, 0.6L, Pcs - 3 Months"
28984342,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC158,,"Average Monthly Consumption for Inactivated Polio Virus (IPV) Vaccine, Inj, 5ml (10 dose), Vial - 3 Months"
28984309,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC159,,"Average Monthly Consumption for Measles Rubella (MR) Vaccine Diluent, Inj, 5ml (10 dose), Amp - 3 Months"
28984333,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC160,,"Average Monthly Consumption for Measles Rubella (MR) Vaccine, Inj, 5ml (10 dose), Vial - 3 Months"
28984484,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC161,,"Average Monthly Consumption for Measles Vaccine Diluent, Inj, 5ml (10 dose), Amp - 3 Months"
28984449,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC162,,"Average Monthly Consumption for Measles Vaccine, Inj, 5ml (10 dose), Vial - 3 Months"
28984409,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC163,,"Average Monthly Consumption for Oral Polio Virus (OPV) Vaccine and Dropper (RI), 1ml (10 dose), Vial - 3 Months"
28984419,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC164,,"Average Monthly Consumption for Pentavalent Vaccine, Inj, 5ml (10 dose), Vial - 3 Months"
28984349,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC165,,"Average Monthly Consumption for Pneumococcal Conjugate Vaccine (PCV 13), Inj, 0.5ml (4 dose), Vial - 3 Months"
28984292,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC166,,"Average Monthly Consumption for Rotavirus (RV) Vaccine, Inj, 1.5ml (1 dose), Vial - 3 Months"
28984363,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC167,,"Average Monthly Consumption for Safety / Sharps Box, 5L, Pcs - 3 Months"
28984395,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC168,,"Average Monthly Consumption for Syringe, Auto-Destruct, 0.05ml, Pcs - 3 Months"
28984374,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC169,,"Average Monthly Consumption for Syringe, Auto-Destruct, 0.5ml, Pcs - 3 Months"
28984359,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC170,,"Average Monthly Consumption for Syringe, Reconstitution, RUP, 2ml, Pcs - 3 Months"
28984318,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC171,,"Average Monthly Consumption for Syringe, Reconstitution, RUP, 5ml, Pcs - 3 Months"
28984471,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC172,,"Average Monthly Consumption for Vaccine Carrier (Blocking), Pcs - 3 Months"
28984381,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC173,,"Average Monthly Consumption for Vaccine Carrier (Geostyl), Pcs - 3 Months"
28984443,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC174,,"Average Monthly Consumption for Yellow Fever Vaccine Diluent, Inj, 5ml (10 dose), Amp - 3 Months"
28984362,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC175,,"Average Monthly Consumption for Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp - 3 Months"
28984329,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC176,,"Average Monthly Consumption for Bacillus Calmette-Guerin (BCG) Vaccine Diluent, Inj, 2ml (20 dose), Amp - 6 Months"
28984302,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC177,,"Average Monthly Consumption for Bacillus Calmette-Guerin (BCG) Vaccine, Inj, 1ml (20 dose), Amp - 6 Months"
28984278,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC178,,"Average Monthly Consumption for Cold Box Unit, Pcs - 6 Months"
28984298,FM79wcUhWOn,RRIV_mchp_chp_Vaccines,SLCHCVAC179,,"Average Monthly Consumption for Human Papillomavirus (HPV) Vaccine, Inj, 1ml (2 dose), Vial - 6 Months"
